index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
1628,"Establishing Low Carbon Energy Indicators for Energy Strategy Study in APEC Low Carbon Town","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/establishing-low-carbon-energy-indicators-for-energy-strategy-study-in-apec-low-carbon-town","establishing-low-carbon-energy-indicators-for-energy-strategy-study-in-apec-low-carbon-town","https://www.apec.org/images/default-source/publication/2013/12/establishing-low-carbon-energy-indicators-for-energy-strategy-study-in-apec-low-carbon-town/1489-cover-ewg10-2012a.tmb-h300.jpg?Culture=en&sfvrsn=5f76950b_1",181,"api","sustainability|energy"
1629,"Emergency Response Travel Facilitation for Personnel, Goods and Equipment","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/emergency-response-travel-facilitation-for-personnel-goods-and-equipment","emergency-response-travel-facilitation-for-personnel-goods-and-equipment","https://www.apec.org/images/default-source/publication/2013/11/emergency-response-travel-facilitation-for-personnel-goods-and-equipment/1477-cover_epwg_full-rpt_emergency-response.tmb-h300.jpg?Culture=en&sfvrsn=88537914_1",181,"api",""
1630,"Directory of initiatives to assist small and medium enterprises access global markets","Directories","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/directory-of-initiatives-to-assist-small-and-medium-enterprises-access-global-markets","directory-of-initiatives-to-assist-small-and-medium-enterprises-access-global-markets","https://www.apec.org/images/default-source/publication/2013/11/directory-of-initiatives-to-assist-small-and-medium-enterprises-access-global-markets/1480-cover_smes-report-final.tmb-h300.jpg?Culture=en&sfvrsn=e48ce1ec_1",182,"api","smes"
1631,"Roadmap for Development of Small Hydropower","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/roadmap-for-development-of-small-hydropower","roadmap-for-development-of-small-hydropower","https://www.apec.org/images/default-source/publication/2013/11/roadmap-for-development-of-small-hydropower/1475-cover_road_map_devt_shp.tmb-h300.jpg?Culture=en&sfvrsn=f5af1a18_1",182,"api",""
1632,"APEC Workshop on Building and Enhancing FTA Negotiation Skills on E-Commerce, Summary Report","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/apec-workshop-on-building-and-enhancing-fta-negotiation-skills-on-ecommerce-summary-report","apec-workshop-on-building-and-enhancing-fta-negotiation-skills-on-ecommerce-summary-report","https://www.apec.org/images/default-source/publication/2013/11/apec-workshop-on-building-and-enhancing-fta-negotiation-skills-on-ecommerce-summary-report/1501-cover_cti_ftaworkshop-summary.tmb-h300.jpg?Culture=en&sfvrsn=dc1d08bb_1",182,"api",""
1633,"APEC Low Carbon Model Town (LCMT) Project Phase 3","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/apec-low-carbon-model-town-lcmt-project-phase-3","apec-low-carbon-model-town-lcmt-project-phase-3","https://www.apec.org/images/default-source/publication/2013/11/apec-low-carbon-model-town-lcmt-project-phase-3/1518-cover-page_-apec_lcmt_phase3danang_final.tmb-h300.jpg?Culture=en&sfvrsn=b1ed68e2_1",182,"api","sustainability"
1634,"APEC Workshop on Small Hydro and Renewable Grid Integration, Final Report","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/apec-workshop-on-small-hydro-and-renewable-grid-integration-final-report","apec-workshop-on-small-hydro-and-renewable-grid-integration-final-report","https://www.apec.org/images/default-source/publication/2013/11/apec-workshop-on-small-hydro-and-renewable-grid-integration-final-report/1474-cover-final-rpt-ewg05-12a.tmb-h300.jpg?Culture=en&sfvrsn=47e86e12_1",182,"api",""
1635,"Low Carbon Town and Physical Energy Storage","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/low-carbon-town-and-physical-energy-storage","low-carbon-town-and-physical-energy-storage","https://www.apec.org/images/default-source/publication/2013/11/low-carbon-town-and-physical-energy-storage/1478-cover-lct-physical-ewg-storage.tmb-h300.jpg?Culture=en&sfvrsn=d9f8a849_1",182,"api","sustainability|energy"
1636,"Training course on the Application of Remote Sensing and GIS in Crop Production, Summary Report","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/training-course-on-the-application-of-remote-sensing-and-gis-in-crop-production-summary-report","training-course-on-the-application-of-remote-sensing-and-gis-in-crop-production-summary-report","https://www.apec.org/images/default-source/publication/2013/11/training-course-on-the-application-of-remote-sensing-and-gis-in-crop-production-summary-report/1479-cover_remote-sense-gis-summary.tmb-h300.jpg?Culture=en&sfvrsn=6b7f3d1b_1",182,"api",""
1637,"APEC International Ship and Port Facility Security Code Good Practices Workshop, Summary Proceedings","Reports","November 2013",2013,11,"November","2013-11","https://www.apec.org/publications/2013/11/apec-international-ship-and-port-facility-security-code-good-practices-workshop-summary-proceedings","apec-international-ship-and-port-facility-security-code-good-practices-workshop-summary-proceedings","https://www.apec.org/images/default-source/publication/2013/11/apec-international-ship-and-port-facility-security-code-good-practices-workshop-summary-proceedings/1476-cover_igpw-summary.tmb-h300.jpg?Culture=en&sfvrsn=bbb2ab63_1",182,"api",""
1638,"2013 APEC Senior Officials' Report on Economic and Technical Cooperation","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/2013-apec-senior-officials-report-on-economic-and-technical-cooperation","2013-apec-senior-officials-report-on-economic-and-technical-cooperation","https://www.apec.org/images/default-source/publication/2013/10/2013-apec-senior-officials-report-on-economic-and-technical-cooperation/1452-cover_2013-ecotech.tmb-h300.jpg?Culture=en&sfvrsn=530ceead_1",182,"api",""
1639,"Enhancing Supervision of Financial Institutionsâ€™ Risk Appetite Frameworks","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/enhancing-supervision-of-financial-institutions-risk-appetite-frameworks","enhancing-supervision-of-financial-institutions-risk-appetite-frameworks","https://www.apec.org/images/default-source/publication/2013/10/enhancing-supervision-of-financial-institutions-risk-appetite-frameworks/1472-cover-risk-appetite-report.tmb-h300.jpg?Culture=en&sfvrsn=70e7cf12_1",183,"api","finance"
1640,"Independent Assessment of the APEC Transportation Working Group","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/independent-assessment-of-the-apec-transportation-working-group","independent-assessment-of-the-apec-transportation-working-group","https://www.apec.org/images/default-source/publication/2013/10/independent-assessment-of-the-apec-transportation-working-group/1463-cover-twg-sce01-12.tmb-h300.jpg?Culture=en&sfvrsn=db294c44_1",183,"api","smes"
1641,"APEC in Charts 2013","Brochures","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/apec-in-charts-2013","apec-in-charts-2013","https://www.apec.org/images/default-source/publication/2013/10/apec-in-charts-2013/1460-cover-apec-in-charts-2013.tmb-h300.jpg?Culture=en&sfvrsn=2650d3f5_1",183,"api",""
1642,"2013 ANSSR Mid-Term Progress Report: Summary of Results","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/2013-anssr-mid-term-progress-report-summary-of-results","2013-anssr-mid-term-progress-report-summary-of-results","https://www.apec.org/images/default-source/publication/2013/10/2013-anssr-mid-term-progress-report-summary-of-results/1467-cover_anssr-midterm-progress.tmb-h300.jpg?Culture=en&sfvrsn=13b4e15b_1",183,"api",""
1643,"APEC at a Glance, 2014","Brochures","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/apec-at-a-glance-2014","apec-at-a-glance-2014","https://www.apec.org/images/default-source/publication/2013/10/apec-at-a-glance-2014/1451-cover-apec-at-a-glance-2014.tmb-h300.jpg?Culture=en&sfvrsn=97d558a4_1",183,"api",""
1644,"Key Trends and Developments Relating to Trade and Investment Measures and Their Impact on the APEC Region, October 2013","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r","key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r","https://www.apec.org/images/default-source/publication/2013/10/key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r/1464-cover-trade-monitoring-report-oct13.tmb-h300.jpg?Culture=en&sfvrsn=714014d1_1",183,"api","trade|finance"
1645,"Trends in Trade Finance across the APEC Region","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/trends-in-trade-finance-across-the-apec-region","trends-in-trade-finance-across-the-apec-region","https://www.apec.org/images/default-source/publication/2013/10/trends-in-trade-finance-across-the-apec-region/1470covertrends-in-trade-finance-across-the-apec-region-final.tmb-h300.jpg?Culture=en&sfvrsn=1517ef35_1",183,"api","trade|finance"
1646,"Factsheet: 2013 APEC Economic Policy Report","Brochures","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/factsheet-2013-apec-economic-policy-report","factsheet-2013-apec-economic-policy-report","https://www.apec.org/images/default-source/publication/2013/10/factsheet-2013-apec-economic-policy-report/1455-cover_aepr-factsheet.tmb-h300.jpg?Culture=en&sfvrsn=d16d9e09_1",183,"api",""
1647,"2013 APEC Economic Policy Report","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/2013-apec-economic-policy-report","2013-apec-economic-policy-report","https://www.apec.org/images/default-source/publication/2013/10/2013-apec-economic-policy-report/1456-cover_2013-aepr_main.tmb-h300.jpg?Culture=en&sfvrsn=54f2de58_1",183,"api",""
1648,"Factsheet: 2013 APEC Senior Officials' Report on Economic and Technical Cooperation","Brochures","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/factsheet-2013-apec-senior-officials-report-on-economic-and-technical-cooperation","factsheet-2013-apec-senior-officials-report-on-economic-and-technical-cooperation","https://www.apec.org/images/default-source/publication/2013/10/factsheet-2013-apec-senior-officials-report-on-economic-and-technical-cooperation/1453-cover_ecotech-factsheet.tmb-h300.jpg?Culture=en&sfvrsn=a138667f_1",184,"api",""
1649,"Guidance Document for Use of APEC Product Safety Incidents Information Sharing System (APEC PSIISS)","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/guidance-document-for-use-of-apec-product-safety-incidents-information-sharing-system-apec-psiiss","guidance-document-for-use-of-apec-product-safety-incidents-information-sharing-system-apec-psiiss","https://www.apec.org/images/default-source/publication/2013/10/guidance-document-for-use-of-apec-product-safety-incidents-information-sharing-system-apec-psiiss/1726-cti-36-11a_info-on-cover_projects_cover_page_1.tmb-h300.jpg?Culture=en&sfvrsn=7cae5e61_1",184,"api",""
1650,"Emergency Response Travel Facilitation for Personnel, Goods and Equipment in Times of Crisis","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/emergency-response-travel-facilitation-for-personnel-goods-and-equipment-in-times-of-crisis","emergency-response-travel-facilitation-for-personnel-goods-and-equipment-in-times-of-crisis","https://www.apec.org/images/default-source/publication/2013/10/emergency-response-travel-facilitation-for-personnel-goods-and-equipment-in-times-of-crisis/1468-cover_epwg_travel-response-summary.tmb-h300.jpg?Culture=en&sfvrsn=b6e821f_1",184,"api",""
1651,"APEC Economic Trends Analysis: Cautious Steps towards Recovery","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/apec-economic-trends-analysis-cautious-steps-towards-recovery","apec-economic-trends-analysis-cautious-steps-towards-recovery","https://www.apec.org/images/default-source/publication/2013/10/apec-economic-trends-analysis-cautious-steps-towards-recovery/1459-cover_trendsoct13.tmb-h300.jpg?Culture=en&sfvrsn=b33fe1d3_1",184,"api",""
1652,"Study Report on APEC Environmental Services-Related Technology Market","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/study-report-on-apec-environmental-services-related-technology-market","study-report-on-apec-environmental-services-related-technology-market","https://www.apec.org/images/default-source/publication/2013/10/study-report-on-apec-environmental-services-related-technology-market/1466-cover_es-related.tmb-h300.jpg?Culture=en&sfvrsn=3ef32339_1",184,"api","digital|sustainability"
1653,"Good Regulatory Practices for Conformity Assessment in APEC Member Economies","Reports","October 2013",2013,10,"October","2013-10","https://www.apec.org/publications/2013/10/good-regulatory-practices-for-conformity-assessment-in-apec-member-economies","good-regulatory-practices-for-conformity-assessment-in-apec-member-economies","https://www.apec.org/images/default-source/publication/2013/10/good-regulatory-practices-for-conformity-assessment-in-apec-member-economies/1473-cover_grp.tmb-h300.jpg?Culture=en&sfvrsn=1d18c01c_1",184,"api","smes|regulation"
